datetime,date,time,hour,day_of_week,temperature_celsius,humidity_percent,precipitation_mm,rain_mm,snowfall_cm,cloud_cover_percent,wind_speed_kmh,wind_direction_degrees,surface_pressure_hpa
2025-12-01 22:00:00,2025-12-01,22:00:00,22,Monday,-0.5,68,0.0,0.0,0.0,91,5.0,52,1021.9
2025-12-01 23:00:00,2025-12-01,23:00:00,23,Monday,-1.2,73,0.0,0.0,0.0,100,4.8,70,1021.7
2025-12-02 00:00:00,2025-12-02,00:00:00,0,Tuesday,-1.2,74,0.0,0.0,0.0,100,1.4,40,1021.3
2025-12-02 01:00:00,2025-12-02,01:00:00,1,Tuesday,-1.7,81,0.0,0.0,0.0,100,3.9,53,1020.2
2025-12-02 02:00:00,2025-12-02,02:00:00,2,Tuesday,-1.6,78,0.0,0.0,0.0,100,4.1,45,1019.4
2025-12-02 03:00:00,2025-12-02,03:00:00,3,Tuesday,-1.5,76,0.0,0.0,0.0,100,4.6,59,1018.3
2025-12-02 04:00:00,2025-12-02,04:00:00,4,Tuesday,-0.9,74,0.0,0.0,0.0,100,6.9,47,1016.7
2025-12-02 05:00:00,2025-12-02,05:00:00,5,Tuesday,-0.8,76,0.0,0.0,0.0,100,5.6,50,1016.1
2025-12-02 06:00:00,2025-12-02,06:00:00,6,Tuesday,-0.5,79,0.0,0.0,0.0,100,3.9,43,1015.4
2025-12-02 07:00:00,2025-12-02,07:00:00,7,Tuesday,-0.1,82,0.2,0.0,0.14,100,5.3,38,1014.7
2025-12-02 08:00:00,2025-12-02,08:00:00,8,Tuesday,0.3,82,0.1,0.1,0.0,100,6.7,63,1012.3
2025-12-02 09:00:00,2025-12-02,09:00:00,9,Tuesday,0.8,84,0.4,0.4,0.0,100,7.8,32,1011.7
2025-12-02 10:00:00,2025-12-02,10:00:00,10,Tuesday,0.9,97,1.6,1.6,0.0,100,8.4,353,1011.2
2025-12-02 11:00:00,2025-12-02,11:00:00,11,Tuesday,0.8,100,2.6,2.6,0.0,100,13.7,347,1009.8
2025-12-02 12:00:00,2025-12-02,12:00:00,12,Tuesday,1.3,100,2.2,2.2,0.0,100,15.6,346,1007.1
2025-12-02 13:00:00,2025-12-02,13:00:00,13,Tuesday,1.9,100,2.2,2.2,0.0,100,17.0,345,1005.3
2025-12-02 14:00:00,2025-12-02,14:00:00,14,Tuesday,2.8,98,2.5,2.5,0.0,100,15.3,15,1003.2
2025-12-02 15:00:00,2025-12-02,15:00:00,15,Tuesday,2.6,97,3.0,3.0,0.0,100,15.2,350,1002.4
2025-12-02 16:00:00,2025-12-02,16:00:00,16,Tuesday,2.5,97,1.8,1.8,0.0,100,17.2,16,1000.7
2025-12-02 17:00:00,2025-12-02,17:00:00,17,Tuesday,2.4,95,0.6,0.6,0.0,100,16.7,342,1000.5
2025-12-02 18:00:00,2025-12-02,18:00:00,18,Tuesday,2.0,93,0.0,0.0,0.0,100,15.7,3,1000.3
2025-12-02 19:00:00,2025-12-02,19:00:00,19,Tuesday,2.3,93,0.0,0.0,0.0,100,14.9,343,1000.0
2025-12-02 20:00:00,2025-12-02,20:00:00,20,Tuesday,2.2,92,0.0,0.0,0.0,100,16.1,336,1000.5
2025-12-02 21:00:00,2025-12-02,21:00:00,21,Tuesday,2.2,89,0.0,0.0,0.0,100,16.2,343,1001.2
2025-12-02 22:00:00,2025-12-02,22:00:00,22,Tuesday,2.0,87,0.0,0.0,0.0,100,14.9,343,1001.7
2025-12-02 23:00:00,2025-12-02,23:00:00,23,Tuesday,2.1,84,0.0,0.0,0.0,100,14.1,333,1002.7
2025-12-03 00:00:00,2025-12-03,00:00:00,0,Wednesday,2.2,82,0.0,0.0,0.0,96,15.1,327,1003.8
2025-12-03 01:00:00,2025-12-03,01:00:00,1,Wednesday,1.9,77,0.0,0.0,0.0,45,17.7,315,1004.6
2025-12-03 02:00:00,2025-12-03,02:00:00,2,Wednesday,1.2,77,0.0,0.0,0.0,75,17.6,320,1005.8
2025-12-03 03:00:00,2025-12-03,03:00:00,3,Wednesday,0.8,75,0.0,0.0,0.0,34,16.0,322,1007.2
2025-12-03 04:00:00,2025-12-03,04:00:00,4,Wednesday,0.1,74,0.0,0.0,0.0,2,15.3,329,1008.1
2025-12-03 05:00:00,2025-12-03,05:00:00,5,Wednesday,-0.6,75,0.0,0.0,0.0,4,12.5,324,1009.3
2025-12-03 06:00:00,2025-12-03,06:00:00,6,Wednesday,-1.3,77,0.0,0.0,0.0,0,10.5,329,1010.0
2025-12-03 07:00:00,2025-12-03,07:00:00,7,Wednesday,-1.4,79,0.0,0.0,0.0,0,8.8,309,1011.2
2025-12-03 08:00:00,2025-12-03,08:00:00,8,Wednesday,-1.3,79,0.0,0.0,0.0,11,8.4,305,1012.1
2025-12-03 09:00:00,2025-12-03,09:00:00,9,Wednesday,-0.4,71,0.0,0.0,0.0,98,10.0,326,1013.2
2025-12-03 10:00:00,2025-12-03,10:00:00,10,Wednesday,0.6,64,0.0,0.0,0.0,47,7.7,339,1013.6
2025-12-03 11:00:00,2025-12-03,11:00:00,11,Wednesday,1.6,59,0.0,0.0,0.0,15,8.3,333,1013.7
2025-12-03 12:00:00,2025-12-03,12:00:00,12,Wednesday,2.4,56,0.0,0.0,0.0,10,7.5,307,1014.0
2025-12-03 13:00:00,2025-12-03,13:00:00,13,Wednesday,3.7,52,0.0,0.0,0.0,2,6.2,300,1013.9
2025-12-03 14:00:00,2025-12-03,14:00:00,14,Wednesday,4.1,50,0.0,0.0,0.0,0,5.5,306,1013.5
2025-12-03 15:00:00,2025-12-03,15:00:00,15,Wednesday,4.0,50,0.0,0.0,0.0,4,4.0,275,1013.2
2025-12-03 16:00:00,2025-12-03,16:00:00,16,Wednesday,3.1,62,0.0,0.0,0.0,88,1.2,243,1013.3
2025-12-03 17:00:00,2025-12-03,17:00:00,17,Wednesday,1.7,64,0.0,0.0,0.0,23,1.9,197,1013.7
2025-12-03 18:00:00,2025-12-03,18:00:00,18,Wednesday,0.9,68,0.0,0.0,0.0,15,5.5,218,1014.4
2025-12-03 19:00:00,2025-12-03,19:00:00,19,Wednesday,0.4,72,0.0,0.0,0.0,0,5.9,239,1014.7
2025-12-03 20:00:00,2025-12-03,20:00:00,20,Wednesday,-0.1,73,0.0,0.0,0.0,0,5.9,252,1014.4
2025-12-03 21:00:00,2025-12-03,21:00:00,21,Wednesday,-0.4,75,0.0,0.0,0.0,0,5.8,234,1014.4
2025-12-03 22:00:00,2025-12-03,22:00:00,22,Wednesday,-0.4,76,0.0,0.0,0.0,0,6.8,233,1014.3
2025-12-03 23:00:00,2025-12-03,23:00:00,23,Wednesday,-0.7,79,0.0,0.0,0.0,1,6.8,230,1014.1
